#C Dover Sole 2011 assessment (Allan Hicks, Chantel Wetzel)

1910    #_styr
2010    #_endyr
1       #_nseas
12      #_months/season
1       #_spawn_seas
3       #N fisheries
4       #N surveys
1       #N_areas
CA%OR%WA%AFSC_Slope%Triennial%NWFSC_Slope%NWFSC_combo
0.5 0.5 0.5 0.825 0.55 0.65 0.65 #timing_in_season
1 1 1 1 1 1 1 #_area_assignments_for_each_fishery_and_survey
1 1 1 #_units of catch:  1=bio; 2=num
0.01 0.01 0.01 #_se of log(catch) only used for init_eq_catch and for Fmethod 2 and 3
2 #_Ngenders
60 #_Nages

0 0 0 #_init_equil_catch_for_each_fishery
101		#_N_lines_of_catch_to_read					
#CA	OR	WA	Year	Season
1997	1	2	3	2	1	-1	-1	34	0	0	0	0	2.704303643	6.892512682	0	0	0	0	0	0	0	11.17132063	9.330897611	11.88689498	6.082507835	3.671430204	1.860952975	6.534583203	3.244781339	0.559632658	0.651495041	2.02098505	0.810094319	0.387227255	0.938862821	0.411327086	0	2.429248891	0	0.987687452	0	0.052005012	0	0.739637269	0	0.137442183	0	0	0.136294771	0	0	0	0.298253009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687690128	4.234191332	0	0	0	0	0	0	0	0	0	0	0	6.886901584	3.217083227	0	0	0	1.342391994	0.147428105	2.687710179	0.411327086	0.39197397	0.549238295	1.597376658	0.070170433	0	0.070170433	0.618939702	1.547341166	0	0	1.120623596	0.356888754	0.052005012	0	0	0	0.035085216	0	0	0.035085216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	1	2	3	2	1	-1	-1	40	0	0	0	0	0.032450907	2.110778013	2.606205052	5.066253707	7.508775067	8.18436984	5.787966551	5.835166455	3.317058866	1.574870909	1.734363194	1.584936897	1.038415788	1.574654479	0.65526188	0.694231836	0.769387907	0.663831503	0.224881847	0.277883488	0.285459241	0.271104025	0.274212592	0.066843389	0.071439349	0.293924945	0.103982439	0.145632156	0.119502488	0.222860547	0.005403271	0.062469422	0.149509292	0.037659902	0.095890609	0.051533861	0.037659902	0	0	0	0	0.02819008	0	0	0.02819008	0.02819008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713294452	1.421792166	2.797993394	4.8078097	5.348243087	5.221942447	5.193975703	3.942231328	2.868177993	2.086434566	2.482637636	1.757644463	1.247048081	1.470895254	0.86530884	0.727241681	0.778370686	0.578842124	0.180680344	0.391070723	0.357802572	0.172602115	0.439144519	0.051533861	0.081808763	0.156230237	0.005403271	0.02819008	0.116670052	0.064693369	0	0	0	0	0	0.022884636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	1	2	3	2	1	-1	-1	41	0	0	0	0.049265859	0.601164935	2.701164769	4.126414817	6.609738676	6.157613625	7.452570954	6.202071557	4.496928646	3.313889891	2.162325846	1.839137659	1.432221468	1.225174756	1.244511768	0.283146862	0.594488827	0.506145471	0.767326455	0.259242769	0.193155543	0.141934524	0.212591377	0	0	0	0.031668799	0.185454321	0	0	0.030081549	0.027609658	0.047328436	0	0	0	0	0.101399156	0	0	0	0	0	0	0	0	0.039510643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603205557	0.962311639	3.367442135	5.147084681	6.477602909	7.776192395	4.460642603	4.525270526	3.074995848	1.629624026	1.189389669	1.255014207	0.94410932	1.345288927	0.986963903	0.701220411	0.281424882	0.410941388	0.151901138	0.577695389	0.244232611	0.098533711	0.095006398	0.227965753	0.10524599	0	0.129008814	0.063337598	0.031668799	0	0	0.101399156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	1	2	3	2	1	-1	-1	39	0	0	0	0	0.395703072	0.605614117	2.690359404	4.035811574	5.828296458	5.673887367	6.873345424	4.829590167	3.996207538	2.087942506	1.431137509	1.481721477	1.44589158	1.11795918	0.488287664	0.657250712	0.365143759	0.328253731	0.270610699	0.320041872	0.408667666	0.108339925	0.117299194	0.16437524	0.240779833	0.055961394	0.029280531	0.09573553	0.037868041	0.142366025	0	0	0	0	0	0.101238366	0.024186666	0	0	0	0.028761902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364878016	1.572800637	2.323732887	4.049013568	5.788129467	5.202589782	7.887919433	6.089502952	4.730219875	2.887036847	2.962456714	1.771047028	1.587854186	1.250852403	0.869765358	0.641279499	0.400569829	0.398841905	0.596461731	0.520921969	0.361909154	0.234796905	0.164788553	0.065069817	0.059410102	0.15447835	0	0.287339899	0.030129572	0.201103183	0.038422352	0	0	0	0.028761902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	1	2	3	2	1	-1	-1	40	0	0	0	0	0	0.280849118	3.319362398	4.55688772	3.667668453	5.672039261	4.414101132	5.642139437	5.751070001	3.030497167	2.466070557	1.56856648	3.3057439	0.857103286	0.656646064	1.333270474	1.090769229	0.233433745	0	0.641402643	0.406246739	0	0.10241751	0	0.10241751	0	0.406246739	0	0.130308506	0	0.10241751	0.406246739	0.406246739	0	0	0	0	0	0	0	0.406246739	0	0.22176104	0	0	0	0	0	0	0	0	0	0.406246739	0	0	0	0	0	0	0	0.406246739	0.406246739	0.406246739	2.437480434	2.0819039	5.198315094	3.549898669	7.881996712	7.317266463	5.999318389	1.643828561	2.434704377	1.787374509	1.13867611	0.406246739	0.812493478	1.3284985	0.406246739	0.641402643	0.406246739	0	0.189932439	0.767502857	0	0.406246739	0	0	0	0	0	0	0	0	0.361256118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	1	2	3	2	1	-1	-1	33	0	0	0	0.347213914	0	0.133680848	2.139665745	2.005984897	5.506374353	6.866979697	5.166662054	2.826094891	2.808115432	3.194274035	1.724040006	1.751283956	1.297878455	0.347213914	0.603450626	0.694427829	0	0.96021503	0.61712924	0.34308579	0.544244774	0.347213914	0.269915325	0	0.185025946	0	0.694427829	0	0.092512973	0	0.694427829	0.347213914	0	0	0	0	0.19703086	0	0	0	0	0	0.347213914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347213914	0.840482758	3.909779499	4.401887353	5.966493785	5.653024084	8.054426186	3.512019196	6.424829913	5.839298383	4.240558264	1.246397769	1.821031166	1.220579866	0.439726887	0.544244774	0.347213914	0.61712924	0.19703086	0.544244774	0.19703086	0	0	0.038113789	0	0	0	0.544244774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	1	2	3	2	1	-1	-1	52	0	0	0	0.019676644	0.480888381	1.747445701	2.276866187	3.147068668	3.979795408	5.920638217	3.753765747	4.341382045	2.904186017	2.735053576	2.463303049	1.401106929	0.958341275	0.915439081	0.489448464	0.50624625	0.446065367	0.229267434	0.180526642	0.388958019	0.19457347	0.115268522	0.248338319	0.161537577	0.119299074	0.161818526	0.066301116	0.10493888	0.039763357	0.090297074	0.105094413	0.017048701	0	0	0.09611205	0	0	0	0.065457703	0	0	0.019120744	0	0	0.025694347	0.065480577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079463499	0.79198785	2.990571289	3.740029751	4.372518	4.859067875	5.610688611	6.23107855	6.460455562	5.196108949	4.238709828	3.907220345	2.270637646	2.053530463	1.621663217	0.679292756	0.453189842	0.292675927	0.442770791	0.39327339	0.361405613	0.466633689	0.304810274	0.298475316	0.1552164	0.092279876	0.169334085	0	0.013405987	0.109403263	0	0.006702993	0.102295111	0.025694347	0.006702993	0	0	0	0	0	0	0	0.054708909	0.105813713	0	0	0.060569739	0	0	0	0	0	0	0	0	0	0
2004	1	2	3	2	1	-1	-1	53	0	0	0	0	0.441242704	1.363001983	3.207349813	2.978739557	2.995104556	3.997261626	4.813746456	3.078042681	4.35737676	2.900040754	1.683665986	1.741944038	0.663615922	0.31235896	0.457399182	0.197471046	0.226188244	0.094152506	0.249485725	0.29620657	0.171279474	0.248115265	0	0.153962759	0.080635682	0.273002954	0	0	0.098735523	0.098735523	0.127452721	0.098735523	0.098735523	0	0	0	0	0.179371205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145036134	1.445934416	2.639733899	6.005293286	5.917988592	3.597309246	6.433203401	5.751821978	6.823378576	5.036268647	4.389956697	4.876472895	2.762002628	2.306398533	0.569879757	0.851599555	0.686974597	0.4882106	0.29620657	0.314687572	0.29620657	0.151063814	0	0.17426743	0	0.075531907	0.055227236	0.098735523	0.028717198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098735523	0	0	0	0	0	0
2005	1	2	3	2	1	-1	-1	28	0	0	0	0	0.507409611	2.083873529	4.259404899	4.269320243	4.432549645	3.969847391	5.209924872	3.100176886	2.327931746	2.454654699	1.060351156	2.060754694	1.134177268	0	0.331525157	0.192057643	0.192057643	0.177143554	0.081883128	0	0	0.384115286	0.368868052	0.192057643	0.104418995	0.081883128	0	0	0	0	0	0	0	0.081883128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384115286	1.527734723	2.440389133	6.227636835	6.444639572	5.931461453	5.469215712	6.104947895	4.824428037	5.031305532	4.470787351	3.158530454	3.154805418	1.716961613	0.929793747	0.753316483	0.835199612	0.576172929	0.192057643	0.192057643	0.192057643	0	0	0	0	0.192057643	0	0	0.192057643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	1	2	3	2	1	-1	-1	52	0	0.054086472	0.157306952	0.108384672	0.189091862	0.4114433	2.73012082	5.446896013	6.225632275	6.107701358	2.270682008	2.509451089	4.954426373	1.844684306	1.226723184	1.131035087	1.562606618	0.594548595	0.212543233	0.261589518	0.798013314	0.261589518	0	0.314613903	0.252147591	0.274031788	0	0	0.297553039	0.157306952	0.157306952	0	0.055236281	0	0.157306952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157306952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155235134	1.650327435	4.781202327	6.222160991	5.724713025	5.27050615	4.570011531	6.215675744	6.06664433	4.422099545	3.285666649	3.215742388	1.817227327	0.788746654	1.258455613	0.786534758	0.314613903	0.157306952	0.471920855	0.314613903	0.157306952	0	0.157306952	0.157306952	0	0	0	0	0	0.157306952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	1	2	3	2	1	-1	-1	59	0	0	0	0.191153903	0.191153903	3.932441708	0	0	0	9.862942555	0	3.16193317	0	3.762134404	2.159527863	1.49318324	0	0.191153903	1.500308963	0.534650098	0.316127332	0.559693436	0.405309321	0.477767491	0.382307806	0	0	0	0	0	0	0	0.107664526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.494687885	2.800839516	6.983050042	8.916037354	0	11.64913793	6.424264094	5.91291969	4.865861841	6.690041482	5.001820826	2.516875894	2.448952756	1.986696202	1.066974671	0.624243628	0.171395339	0.124973429	0.327158184	0.191153903	0.191153903	0.191153903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191153903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	1	2	3	2	1	-1	-1	52	0	0	0	0	0.138132729	0.547321428	3.137694927	5.563892194	7.782174487	7.704758318	5.418695572	2.614550932	1.882825197	1.181652006	1.515510849	1.928242586	0.817971268	0.306081339	0.460009427	0.782043685	0.183495399	0.138132729	0.220338521	0.050978287	0.045611241	0.1092335	0.18374397	0	0	0	0.138132729	0	0	0.138132729	0	0	0.138132729	0	0	0.138132729	0	0	0	0	0.138132729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138132729	0.552530915	3.09708499	5.301593034	7.180178248	7.542791029	6.814272513	4.456841875	2.537367407	4.133823729	1.872982619	2.573961958	2.025238245	1.89768205	2.025080686	1.41792184	0.828796373	0.465376474	0.690663644	0.036594552	0	0	0	0.321876699	0.138132729	0	0	0.276265458	0	0	0.132923241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138132729	0	0	0	0	0	0	0	0	0
2009	1	2	3	2	1	-1	-1	76	0.03612937	0	0	0	0	0	1.534280711	4.081219006	9.350682046	0	7.720772606	5.5433387	4.453699362	2.175319235	0.96760795	1.811947709	1.793463873	1.637282762	0.83830092	0.930864773	0.41915046	0.745587723	0.116862034	0.380345497	0.20957523	0.116862034	0	0.20957523	0	0.00041915	0.20957523	0	0	0	0	0	0	0	0	0	0.20957523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.383347418	1.164738183	0	0	13.01641533	11.23828602	0	4.995424131	4.247263463	3.097955749	3.574570281	2.945141331	3.323659634	1.406776045	0.802497878	1.400396139	0	0.478399078	0.604278166	0.176259995	0.302139083	0	0.20957523	0	0	0	0.302139083	0	0	0	0.20957523	0.20957523	0.20957523	0	0	0	0.20957523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1985	1	3	3	2	1	-1	-1	6	0	0	0	0	0.321645762	0.793725237	1.601312317	0.611875213	1.170358665	1.439313365	4.617417031	3.791189792	3.148915156	4.444581734	2.810100194	6.129092789	2.339767494	2.530363501	0.948544978	1.043035273	1.957537124	0.649981933	0.286413189	1.11969589	1.628011507	0.374267911	0.286413189	0.087854722	0.748535822	0	0.087854722	0.474272489	0	0.286413189	0	0	0	0	0	0	0.087854722	0.008086263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145936318	0.772519399	1.693657704	2.948398953	2.697905662	4.310659416	2.914506297	4.727461055	6.580599741	6.812781501	4.053344137	3.476344275	2.927810647	3.516465426	1.193035184	0.177580023	0.93328728	0.157715039	0.726848958	1.006255439	0.286413189	0.072968159	0.455906949	0.157715039	0.286413189	0.286413189	0	0	0.286413189	0.008086263	0.474272489	0	0	0	0	0	0	0.087854722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1986	1	3	3	2	1	-1	-1	7	0	0	0.35648215	0.693533919	4.087315636	6.031023305	6.015529077	7.122884969	5.659225242	4.337600633	4.021551709	2.206110336	3.427164109	2.394966839	2.218904518	2.026749444	2.028800764	0.440465194	0.926914111	0.764225847	0.511280246	0.148699959	0.456277578	0.146821731	0.523036798	0.667609651	0.075289094	0.618612317	0.363420997	0.073410866	0	0.237716635	0	0.477589346	0.001878228	0.001878228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35648215	0	0.880742483	5.051294633	4.390927066	4.783733197	5.236168056	5.676379522	2.696859806	1.747671114	2.028484166	1.954041351	0.288131903	1.188304768	0.768440188	1.238905642	0.356574953	0.525755736	0	0.288131903	0	0.118858318	0	0.262130166	0	0.073410866	0.169273586	0.35648215	0	0	0	0	0	0.380988484	0.118858318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1987	1	3	3	2	1	-1	-1	13	0	0	0	0.829960242	5.896695237	8.992554341	7.000015718	5.056934967	5.542609179	4.826640486	4.47456067	2.420526055	2.328123835	1.629303561	2.079956739	1.453974935	1.761314793	1.430462285	0.371416775	0.158432365	0.319755064	0.410402212	1.025394218	0.06064778	0.130734347	0.020215927	0.161663213	0.299879651	0.021818248	0	0	0	0	0	0.056529118	0.020215927	0	0.118000512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402876299	5.917682176	9.517754257	6.07094989	4.608557361	3.292207872	1.817321617	2.827911743	1.018061968	0.492489347	1.076305205	1.023300077	0.223588781	0.375687201	0.732148049	0.515410132	0.020215927	0.382914676	0.172989754	0	0.113735188	0.020215927	0.040431853	0	0.36269875	0	0	0	0.07580755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988	1	3	3	2	1	-1	-1	17	0	0	0	0.104950642	0.550599236	1.769991313	1.917243391	3.104086202	4.928457457	4.702074739	4.437781032	4.518551546	3.591485396	3.428530381	2.414181716	2.423879769	2.120540741	0.806793912	1.562992224	1.038485828	1.073160673	1.099137816	0.55695871	1.312250782	0.309797117	0.717700193	0.260928017	0.115074655	0.253369925	0.560697428	0.216311765	0	0	0.477239782	0.038932845	0.260928017	0	0.121685912	0.104950642	0	0	0	0.260928017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104950642	0.196820157	2.251922284	3.051016826	2.930317454	4.242648622	5.154218344	4.230750307	2.934231654	4.23793399	3.375404054	3.982219	2.221920982	2.41789198	1.282206292	0.953883923	0.882461994	1.217697761	0.658555442	0.104950642	0.314890369	0.243245913	0.259981182	0	0.354607036	0.337997677	0	0.216311765	0	0.321205708	0.194722463	0.13829527	0	0	0	0.026062442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	1	3	3	2	1	-1	-1	12	0	0.753061641	0.095872381	0.026922657	4.737990989	11.54323349	12.8048256	5.416895098	3.413817086	3.923788863	0.916428446	2.628854857	1.176484913	1.230175037	0.044837301	0.219189211	0.129050645	0.645883607	1.066657569	0.061544553	0.2761735	0	0.015837156	0.019012464	0.17076297	0.001997536	0	0.1295825	0.015837156	0	0	0	0.092203489	0	0	0	0	0	0	0.061544553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806906956	7.549591526	4.057545652	6.488211783	5.2018935	3.848342969	1.503901838	2.549687871	2.938400873	0.864771178	0.886847172	2.371220641	1.011042442	0.015837156	0.768898797	0.753061641	1.598326772	0.222125495	0	1.506123282	0	0.753061641	0	0.242143645	0	0.753061641	0	0.753061641	0	0	0	0	0	0.092203489	0.753061641	0	0	0	0	0	0	0	0	0	0.092203489	0	0	0	0	0	0	0	0	0	0	0	0
1990	1	3	3	2	1	-1	-1	12	0	0.201559462	0	0.900408392	6.69161478	9.64890644	10.27293637	9.605400115	7.009736869	5.16637826	1.898728821	1.908448568	1.656653688	0.040583575	0.094376499	1.595765052	0.301011193	0.3877912	0.643009899	0.495800395	1.222559762	0	1.257636079	0.986683115	0.057460953	0.016572354	0	0	0.175185185	0	0.2983072	0	0.240846247	0	0.050022086	0	0	0	0	0	0.175185185	0	0.050022086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175185185	4.862693416	8.481810607	6.540365897	4.200255553	5.013606576	2.667455992	0.734913473	0.417089312	1.74134069	0.738684312	0.007438867	0.007438867	0.296278602	0.079776976	0.27389757	0.536993085	0	0.175185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	1	3	3	2	1	-1	-1	9	0	0	0	0.534332491	2.451474727	6.653730734	5.673153592	9.70568604	7.091061471	4.106929534	1.244826059	3.420204156	1.518447905	1.286332626	0.917136436	0.402851602	0.855530573	1.273457517	0.618789506	0.084559038	0.644094184	1.22669634	0	0.498043118	0	0.084559038	0	0.959557381	0	0	0	0	0.143072838	0	0	0	0.018150593	0	0	0.328630986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677939781	5.850089855	8.23752833	7.091230725	4.994697654	5.361932933	1.415179554	1.663045433	2.457267548	2.398178171	0.387144786	0.90266594	2.236954741	0.577505517	0.680497392	0.90266594	0	0.1170276	0.808409676	0.672055836	0	0.164315493	0	0	0.018264427	0	0	0	0.164315493	0	0.479778691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	1	3	3	2	1	-1	-1	17	0	0	0	0.074890496	2.565943492	6.572423225	9.294502273	8.350948707	10.79318067	6.879681073	3.838533929	4.538213097	2.913211663	1.066836017	2.104928282	1.883996316	0.568888139	0.477363446	0.484698663	0.146025592	1.306534924	0.914310692	0.265059599	0.072179725	0.114212418	0.240765213	0.107300644	0.047175209	0.219252064	0.059796976	0	0	0.02151315	0.222470796	0	0.02151315	0.018071566	0.231807436	0	0	0.047372636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630514931	2.739250626	4.502781482	4.483511738	5.478814675	4.141050898	3.224800665	2.743976717	1.456885263	1.180389151	0.451336569	0.281058496	0.081441158	0.886398463	0.060944238	0.094745272	0.232823665	0.126965217	0	0.013571602	0	0	0.236042398	0	0	0.047372636	0	0	0	0	0	0.222470796	0.219252064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	1	3	3	2	1	-1	-1	15	0	0	0	1.211864482	5.097996648	5.993811266	5.192007926	5.761161943	6.933227701	4.501890252	3.829033421	2.741190204	2.319364576	1.163007185	1.559683672	1.286201894	0.681663249	0.878967243	0.449879807	0.064349736	0.445156184	1.094805241	0.289515215	0.022973406	0.234110887	0.595029524	0.023192336	0.238328055	0.024216321	0.087323142	0.388701646	0.225047276	0	0.114639888	0	0	0.011596168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.347721391	5.207851448	5.363855725	7.18758953	4.679837126	6.239709959	3.52125097	2.303390685	1.89178339	2.642597922	0.681406963	0.431139233	0.712097743	0.587843224	0.024216321	0.426902216	0.382706591	0.011596168	0.508942647	0.438498384	0.261883749	0.075375415	0.426902216	0.342706657	0	0.024216321	0.024216321	0	0.342706657	0	0	0.213451108	0	0.024216321	0	0	0	0	0	0	0	0	0	0.213451108	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	1	3	3	2	1	-1	-1	17	0	0	0	0	1.871910241	8.509503333	4.875628793	6.498600732	3.93549834	4.56821426	1.775233008	1.625897958	1.201387051	1.996157313	0.829920989	0.500541796	0.393471053	0.460627058	1.244501097	0.406743794	0.848181094	0.415128479	0.262605518	0.218485206	0.044120311	0.1240831	0.099255208	0.145071606	0.077847693	0.113266332	0.0777219	0.031805274	0.03897497	0	0.196756849	0	0.140123683	0.316560861	0.031818496	0	0	0	0	0.021214527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.577754487	11.27851653	8.608275526	6.37439061	6.431446735	3.91284939	3.665782504	3.368591665	2.085056882	0.347331244	0.586149939	0.740248488	2.056690393	0.270432747	0.520460929	0.044120311	0.16185204	0.577946833	0.064262577	0.16133821	0.164837998	0.275118373	0.072786193	0	0.16185204	0	0	0.051571666	0.051571666	0.16185204	0	0.051571666	0.053019801	0	0	0	0	0.063610548	0	0	0	0	0	0	0	0	0	0	0	0.16185204	0	0	0	0	0	0
1995	1	3	3	2	1	-1	-1	21	0	0	0	0.524317945	0.944492777	4.62908043	7.690768579	5.88109909	4.344797328	4.020696288	3.029974978	2.760636977	1.544070887	2.081903172	1.010365191	0.834423744	0.329812406	0.724771207	0.399007734	0.554534189	0.232080821	0.435605175	0.222918388	0.15729228	0.628817682	0.134046661	0.114771768	0.017840777	0	0.013944606	0.096930991	0	0.112401133	0	0	0	0	0	0	0	0	0	0	0	0.044891147	0	0	0	0	0	0	0	0	0.037928209	0	0	0	0	0	0	0	0	0	0.265385225	2.528584112	6.442669826	13.27317154	7.372249382	9.564675187	3.901489983	4.206694314	2.369014918	2.05120345	0.836845169	0.901352814	0.86037888	0.358318647	0.18741638	0.055768986	0.133363278	0.229964932	0.462769916	0.165142885	0.110346116	0.006962938	0.035681554	0.006962938	0	0	0	0.006962938	0.112401133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	1	3	3	2	1	-1	-1	20	0	0	0	0.151721844	0.557534332	3.498281315	2.886672786	7.01273642	6.161528578	6.554700699	4.925929232	2.836797138	1.527528481	0.878936109	0.65055374	0.948135057	0.5980723	0.686724782	0.339827968	0.266394597	0.559697355	0.582763687	0.425910255	0.434677296	0.450641348	0.565417358	0.112048324	0.349913737	0.291683792	0	0	0.41038814	0.013863301	0	0.098072296	0	0.098072296	0	0	0.250421143	0.084837957	0	0	0	0	0	0	0.04864048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.593592321	2.79028005	6.829740483	10.76948001	7.490424291	7.042108669	3.652168796	4.417068824	1.695300924	0.592602547	0.633217047	1.449818709	0.885622656	0.444280627	0.220465904	0.598004764	0.146720987	0.376278517	0	0.140905866	0.242914499	0.351031304	0.151721844	0.097280961	0.084837957	0.322816096	0.390711828	0.154769168	0.200175197	0.266956874	0	0	0.04864048	0.264284445	0.04864048	0	0	0	0.04864048	0	0	0	0.04864048	0	0.04864048	0.202091285	0	0	0	0	0	0	0	0	0	0
1997	1	3	3	2	1	-1	-1	8	0	0	0	0	0.154641089	2.040777499	2.260292947	5.973423737	5.231140244	4.997790586	5.885308518	3.553943535	3.085271506	2.234981438	2.332002407	1.216551822	0.691860393	0.564070867	0.304386674	0.342989819	0.514074444	0.359487558	1.043465735	0.343835934	0.532184664	0.327601355	0.241573973	0	0.515950085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252121136	3.044573595	4.265374186	3.851843146	6.589667529	9.617054797	6.751938108	5.065250389	4.861248929	3.857001811	1.418228167	0.585409907	0.154641089	1.31681232	0.482242444	0.687671867	0.343835934	0	0.380826598	0.397061177	0.687671867	0	0.053225243	0	0	0.053225243	0	0	0.154641089	0	0	0	0	0.327601355	0	0	0.053225243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	1	3	3	2	1	-1	-1	18	0	0	0	0	0.140905632	4.476033678	9.872174746	8.061373153	15.02316981	11.87807224	8.119811556	1.967824768	1.081312756	2.977653366	1.111632864	0.270683315	0.324928301	0.764284273	0.603745365	0.054915056	0	0	0.548516014	0	0	0	0	0.25023693	0.548516014	0	0.952337649	0	0	0	0	0.548516014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112699902	0	1.874948734	1.376398863	4.917276096	3.945414909	9.363711599	3.693565771	2.325276415	1.57865423	0.254363614	0.816971271	0	0	0	0	0.109160042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054915056
1999	1	3	3	2	1	-1	-1	24	0	0	0	0	0	4.085985749	0	0.384503306	7.51302637	14.17093785	17.91940611	6.043688225	6.180765424	3.65271001	4.015368408	1.252218335	2.229857205	0.769006611	0.20493063	1.175021318	0	0.691843983	0	0	1.538013222	0.252257295	0	0.769006611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30832742	6.424117408	0.384503306	0	0	9.724854178	0	0.814055891	0	2.272424555	2.147144134	0	0.769006611	0	0	0	0.769006611	0	0	0	0	0	0	0	0	0	0	0	0	0.769006611	0.769006611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
